O1x,O2x,O3x,O4x,O5x,O1y,O2y,O3y,O4y,O5y,Rshot
-22.92,8.4,-11.07,-4.95,22.57,38.14,12.2,17.75,38.07,34.8,0
13.94,6.25,-8.31,-22.92,-18.88,18.48,16.62,10.26,40.3,24.16,0
-22.27,12.84,-2.42,0.97,20.81,43.06,18.45,33.28,14.58,38.52,0
23.64,-3.03,11.86,-12.79,-13.51,40.57,41.03,31.37,41.07,16.97,0
-21.92,-10.58,-15.83,-1.32,18.44,26.95,26.41,45.57,31.16,24.13,0
0.94,-17.94,-23.39,23.08,11.39,13.38,23.8,38.68,31.53,41.07,0
-2.11,-16.39,22.99,11.55,-22.15,36.97,19.27,39.6,19.47,38.38,0
8.2,23.08,2.67,-22.56,-12.7,31.84,36.34,15.8,38.9,30.88,0
-4.54,23.33,-8.4,4.98,-21.77,37.77,43.34,9.42,26.12,38.07,0
15.34,21.0,-3.54,-21.26,13.69,22.79,42.02,38.54,33.13,35.87,0
23.13,2.14,3.02,-23.48,15.08,40.56,44.13,13.04,29.15,20.92,0
-2.52,2.44,-14.5,-18.38,12.72,15.87,23.03,38.93,42.21,38.94,0
-17.27,21.39,2.59,22.91,-5.78,39.91,27.5,16.57,43.15,35.32,0
22.99,13.98,-22.95,1.48,-8.87,42.6,21.43,39.86,25.36,4.05,0
16.06,-22.43,-10.62,-22.12,20.79,19.43,41.49,16.65,25.83,36.05,0
-16.56,-22.88,-5.93,17.76,2.5,22.52,38.83,39.09,23.4,14.25,0
23.11,-0.27,20.42,-20.71,14.48,37.57,16.35,28.87,23.85,43.94,0
-20.97,18.68,-1.85,22.26,13.73,25.51,30.06,35.29,43.11,11.88,0
22.4,-16.64,-22.38,0.73,7.8,43.67,29.05,43.06,13.91,33.32,0
-2.84,16.46,-5.83,20.41,1.33,10.91,18.76,41.11,28.49,26.04,0
-2.66,5.4,-9.46,20.28,7.9,29.98,45.31,16.36,29.69,38.93,0
0.15,-11.02,20.29,13.3,-21.63,16.09,40.24,26.11,8.85,24.14,0
14.96,-6.46,-19.8,20.89,-15.8,21.07,34.03,25.48,38.46,41.56,0
6.08,8.06,21.8,-23.41,4.65,39.77,22.11,22.77,38.52,17.65,0
23.03,-22.95,8.85,3.5,-16.69,38.71,41.23,42.61,38.15,19.12,0
2.63,2.54,21.58,-21.99,-12.52,15.48,36.25,30.68,39.07,23.39,0
2.3,-20.27,16.03,-7.3,-3.13,39.64,25.67,23.64,48.38,12.02,0
-16.39,-12.0,-22.58,22.72,8.85,20.57,36.69,41.92,40.94,17.96,0
-13.74,-22.71,-12.31,12.14,23.52,16.47,31.45,42.63,18.91,35.78,0
18.21,-21.94,21.67,4.69,0.83,19.78,29.46,38.45,31.29,10.32,0
-0.35,20.41,-22.88,-9.71,10.79,16.98,24.69,38.83,10.83,38.63,0
-23.08,8.58,-12.92,22.08,-10.42,39.75,10.92,18.25,33.92,38.58,0
2.62,-18.11,-22.22,5.47,22.07,30.23,23.77,40.94,30.68,34.16,0
10.99,-20.0,19.25,-22.52,-6.8,18.91,28.1,40.67,40.46,37.61,0
23.26,-15.02,17.8,10.02,-23.25,39.88,13.97,24.42,19.86,40.8,0
-18.22,22.75,18.19,2.44,-23.07,23.05,41.09,18.28,41.1,40.94,0
22.82,-1.44,-8.5,12.37,-22.92,36.22,26.7,13.68,37.67,37.43,0
20.11,-19.07,-23.75,5.12,-3.8,22.7,18.59,35.57,36.57,8.62,0
18.31,-15.13,22.74,-0.48,-6.26,26.38,31.23,41.27,33.33,11.58,0
-22.28,-1.04,2.72,12.81,-13.43,37.87,42.79,12.56,15.99,19.98,0
19.25,1.49,23.13,-13.22,-19.07,23.85,16.8,40.0,23.14,25.3,0
11.11,19.28,-14.28,-3.97,-22.6,13.18,29.24,19.98,44.15,36.59,0
21.83,-12.74,12.17,-16.52,10.01,23.58,15.69,20.07,28.36,43.98,0
-13.69,-23.41,16.89,-7.25,12.21,18.49,40.99,29.57,22.61,12.48,0
-22.25,-24.07,3.01,12.77,20.9,23.56,32.58,16.79,11.97,36.0,0
-13.86,13.9,-23.65,6.8,17.6,20.89,16.46,39.33,10.35,39.55,0
20.93,8.06,-17.72,-5.85,-8.88,30.7,18.87,22.1,15.57,41.11,0
23.09,-22.25,8.15,12.51,-19.14,40.22,39.03,17.67,20.2,18.09,0
5.78,-21.21,2.27,-5.5,10.61,40.02,25.4,30.91,26.11,15.32,0
-4.98,20.3,-14.72,-1.79,-23.2,43.92,31.61,20.74,30.51,38.63,0
20.87,-7.11,13.59,21.2,-22.76,25.37,18.55,19.74,42.42,39.45,0
-0.84,18.3,-22.2,-6.3,-7.12,12.51,30.76,40.04,29.07,45.64,0
-7.65,-22.25,7.52,-11.79,21.94,36.82,40.14,18.08,19.97,33.59,0
-7.44,-21.94,22.92,-21.33,14.7,34.39,41.81,38.22,28.26,20.67,0
-10.28,-0.31,7.32,1.75,18.75,42.51,15.19,41.53,26.19,26.57,0
10.14,-9.38,-23.22,22.27,-1.38,17.91,21.38,40.92,40.75,5.2,0
-17.88,16.64,18.19,-10.9,-22.99,28.56,24.75,20.91,16.73,41.26,0
-4.84,22.48,-11.27,19.58,-23.04,11.96,25.77,33.77,38.01,38.0,0
-11.59,-12.77,-23.11,23.58,2.52,41.21,17.53,40.54,38.37,36.02,0
-18.8,-15.31,12.56,2.59,-23.08,20.88,36.57,29.91,36.9,43.19,0
4.76,-21.3,-15.24,-0.75,19.3,17.06,36.13,27.61,36.21,23.49,0
-23.31,20.64,-12.58,10.75,20.38,36.88,25.63,20.17,18.09,41.57,0
22.7,-6.63,-20.89,19.77,-4.1,39.92,41.24,27.93,23.76,5.19,0
12.03,1.16,-10.85,-22.58,23.38,20.63,35.9,16.96,42.17,39.7,0
13.93,1.58,-20.21,22.9,-15.62,18.74,18.27,29.65,36.27,17.39,0
-15.67,-7.19,15.54,4.35,4.35,21.19,41.01,26.2,23.7,37.11,0
-0.31,-21.43,18.53,0.83,23.24,14.87,30.56,18.86,42.29,38.33,0
-15.56,19.2,7.08,5.36,-22.43,6.56,37.57,3.51,22.01,33.44,0
-20.58,-16.17,1.15,-0.92,15.62,39.64,19.97,36.98,23.72,23.27,0
-3.81,22.08,-22.62,0.52,-11.22,16.62,36.11,41.93,16.22,38.13,0
-4.57,19.61,-22.45,-1.15,21.91,21.56,17.32,34.62,16.56,40.08,0
-22.44,-23.21,-2.32,-9.8,-22.28,34.73,41.95,9.02,28.98,20.11,0
9.0,8.75,-23.58,23.42,-13.68,15.22,41.26,44.47,33.57,19.11,0
-9.48,-18.55,-5.35,11.08,22.44,26.86,26.1,16.15,13.7,39.01,0
11.7,4.01,-1.67,-10.74,22.3,38.03,12.8,25.88,18.86,37.19,0
-17.19,10.29,-22.57,22.95,2.83,23.32,17.91,40.52,40.49,41.9,0
22.74,9.24,-14.4,-22.67,4.0,32.67,43.76,43.44,40.62,17.97,0
-1.26,-22.1,10.11,21.81,-21.81,32.18,32.42,41.35,30.62,42.98,0
7.97,22.18,-10.86,-19.67,-23.16,16.73,40.47,36.98,19.65,39.18,0
-22.01,21.72,15.0,8.29,-8.4,39.19,28.19,42.15,24.79,33.27,0
7.34,20.29,-14.87,21.86,-22.58,18.81,25.5,21.05,40.54,39.13,0
-12.55,19.11,-0.92,22.65,-22.86,25.4,20.87,16.71,39.84,36.59,0
21.21,21.58,-1.78,-20.93,-1.75,40.3,25.61,33.3,25.07,17.55,0
8.35,22.93,-22.5,14.13,-15.96,19.22,38.05,40.95,21.83,19.33,0
22.1,18.56,-14.63,0.85,-22.51,40.83,24.57,31.87,12.92,36.29,0
21.22,-14.72,15.12,21.85,-16.38,17.66,40.89,25.93,38.62,17.78,0
20.43,19.58,-18.62,-5.2,-22.68,43.42,17.08,22.92,17.75,42.33,0
22.92,-5.25,10.0,19.69,-22.2,44.28,11.06,26.94,23.0,33.92,0
-21.22,12.49,-13.84,21.43,21.91,26.35,20.08,40.91,40.22,27.5,0
22.73,2.95,-23.19,-4.36,-21.98,41.72,22.46,40.5,17.06,20.25,0
-13.34,19.51,3.72,-4.01,22.22,22.62,24.82,40.29,15.54,38.2,0
22.9,2.8,-13.96,12.36,22.12,22.98,21.25,39.61,31.29,32.07,0
-21.93,23.88,-8.59,-9.36,6.93,39.35,39.92,16.22,41.61,13.95,0
-22.98,15.91,4.41,-23.09,4.81,42.7,42.32,40.75,34.69,36.02,0
5.12,-9.76,16.09,-17.7,-10.77,45.9,12.98,21.02,25.02,41.43,0
-1.72,-23.03,15.02,-21.06,20.58,17.0,36.39,44.23,19.31,26.75,0
-13.4,9.59,6.49,-22.93,21.26,34.88,14.63,31.93,41.01,41.52,0
-18.43,-0.21,8.3,-20.63,20.46,21.04,15.68,39.5,41.15,29.19,0
5.23,17.71,-21.27,22.76,4.08,12.52,21.93,36.98,42.78,31.62,0
23.04,-19.25,10.06,-22.14,-1.97,42.2,18.19,17.46,43.74,21.25,0
-15.57,-18.78,-4.9,22.19,11.36,41.35,24.49,22.3,31.82,15.53,0
22.23,17.5,3.08,16.19,-3.51,42.76,47.69,35.99,17.77,41.1,0
-23.02,22.81,-2.64,-19.18,-6.78,39.32,37.01,17.19,24.07,38.46,0
3.31,20.77,6.93,-11.91,7.51,37.19,40.3,31.96,20.14,11.52,0
9.8,22.75,-11.5,-23.25,11.86,17.1,36.33,19.79,40.83,43.04,0
-10.07,3.24,-2.7,-8.67,18.85,34.55,24.17,5.9,37.81,24.39,0
23.14,-5.16,14.21,-17.52,-15.74,42.51,38.77,18.27,43.64,25.69,0
-0.62,-23.72,5.49,13.35,-15.51,16.56,43.06,41.03,18.28,21.79,0
-22.37,-9.86,-20.95,10.77,16.87,47.39,38.23,25.1,18.03,37.99,0
-21.93,22.37,19.16,-5.42,-8.47,33.89,39.67,17.9,40.52,17.83,0
-19.97,0.68,-10.31,10.71,23.17,27.74,14.58,42.61,37.17,36.73,0
0.6,0.49,-15.04,-23.16,22.42,15.58,34.9,16.48,40.46,38.23,0
-22.66,21.96,10.73,-12.84,-18.82,40.75,37.66,13.6,21.76,23.78,0
-23.39,0.09,18.25,4.08,-18.09,40.94,15.3,25.08,40.58,23.06,0
7.87,-12.1,-5.82,16.33,22.49,42.57,20.32,18.6,18.32,37.43,0
-23.34,16.74,-6.54,-14.35,12.91,38.03,25.4,19.66,12.02,19.77,0
10.66,23.1,0.46,-22.17,-6.1,48.63,42.0,32.17,29.69,35.27,0
-2.83,23.07,-13.31,6.62,-23.39,18.03,38.24,37.22,13.46,38.52,0
-10.25,-22.48,-4.81,12.62,22.05,19.97,39.3,16.38,26.21,39.06,0
23.05,-3.64,13.31,-18.92,-21.12,35.26,15.73,44.76,36.87,21.95,0
-0.65,12.61,18.56,-12.12,-9.88,35.9,20.46,12.03,18.84,42.78,0
-13.14,-23.2,15.19,12.55,-12.93,17.1,40.67,17.71,41.82,38.47,0
-22.25,-6.79,-13.82,22.21,4.89,40.57,17.63,31.7,29.46,29.83,0
3.75,-14.77,-8.34,-18.92,18.65,18.17,16.65,28.45,35.96,24.18,0
-5.31,-22.58,22.91,2.66,-21.92,17.28,40.66,37.93,18.78,24.04,0
17.84,-3.72,-9.52,-22.53,20.54,36.42,18.92,23.86,36.22,29.38,0
23.57,-0.75,12.54,13.03,-16.85,40.81,40.53,39.36,9.68,21.01,0
23.34,-1.56,-22.14,5.51,-20.41,40.19,28.71,39.48,17.48,18.08,0
-16.23,6.55,-23.21,-20.77,-3.46,35.16,41.04,41.15,26.19,29.12,0
-10.84,18.31,-22.8,21.84,11.09,20.06,23.52,41.86,39.6,43.63,0
21.69,-21.92,22.67,0.4,-21.96,25.07,27.9,40.75,16.83,42.37,0
-3.12,0.57,-17.11,6.36,18.35,16.27,40.4,20.68,18.44,39.75,0
21.21,6.65,12.57,-3.79,-20.68,34.31,42.58,17.13,22.46,29.6,0
21.3,-9.89,21.36,-0.23,-23.33,25.33,18.97,38.74,19.87,38.11,0
15.08,-20.99,2.64,-5.76,-8.6,17.36,30.48,23.61,10.49,40.4,0
-6.89,-19.38,-0.41,9.15,22.64,44.88,31.42,33.56,17.13,40.16,0
-19.5,8.53,22.65,-3.35,17.85,24.64,29.82,41.55,12.43,18.55,0
-21.95,-4.07,12.01,-3.23,-20.85,39.46,24.99,18.07,41.85,27.15,0
3.0,-14.6,22.86,-20.21,-5.38,8.91,18.99,35.75,35.23,22.51,0
16.22,-0.94,-23.4,23.21,-15.07,23.4,16.44,32.14,39.48,42.07,0
15.54,3.56,-15.28,23.07,-11.35,33.32,35.98,24.3,41.87,41.81,0
-19.88,3.23,-7.37,21.34,18.35,27.31,11.12,26.8,42.08,24.56,0
6.96,-17.22,-17.29,-10.19,-23.29,8.37,41.72,26.52,11.08,41.46,0
8.47,12.25,-8.21,-19.72,17.09,40.5,19.29,30.26,39.81,43.99,0
0.21,-9.01,-22.84,-23.2,22.25,39.55,19.4,39.06,29.78,41.47,0
-5.6,-19.45,12.95,-20.93,11.69,11.91,22.3,20.27,40.21,27.76,0
-6.73,-6.25,-6.23,19.01,19.88,43.35,18.41,38.08,40.93,24.69,0
-16.74,-15.21,-22.85,-2.88,10.98,36.65,45.59,36.48,14.94,37.37,0
14.08,-2.51,10.07,-22.02,-0.64,21.74,9.25,38.94,43.11,46.53,0
9.78,-12.11,8.39,-22.64,17.02,33.01,10.99,41.87,30.14,12.4,0
-21.96,22.25,10.14,-17.72,9.98,42.9,40.8,35.77,26.36,13.63,0
17.48,22.96,11.64,-22.83,-9.9,20.25,42.04,43.48,41.46,18.2,0
22.78,20.32,-0.37,12.87,-21.71,41.51,30.15,17.66,13.23,31.67,0
6.25,-11.68,-9.02,-23.29,22.67,16.52,14.34,45.17,36.24,40.64,0
-0.49,-23.25,-14.71,10.82,-10.98,14.75,40.92,15.56,25.56,44.38,0
22.15,-22.86,18.72,6.17,-21.81,38.45,41.73,20.09,42.36,27.78,0
-18.75,4.92,18.79,20.5,16.41,18.58,18.32,43.68,39.75,29.42,0
-5.0,19.85,13.18,-22.17,-7.43,16.1,22.75,28.5,27.33,30.02,0
16.94,20.7,22.81,-5.71,-4.15,21.42,41.14,30.28,37.65,15.53,0
1.79,17.96,-3.28,-23.08,22.68,35.15,25.81,7.01,39.75,36.35,0
-7.34,-19.1,20.01,9.5,4.03,43.59,26.2,26.67,41.9,13.99,0
-22.74,-1.43,10.29,8.36,23.24,32.16,27.0,13.29,39.52,40.43,0
23.84,2.85,16.55,-3.78,-16.39,40.94,40.86,41.37,39.53,21.02,0
-23.07,-6.02,9.6,-18.76,23.17,40.25,23.05,33.79,25.97,37.95,0
9.23,22.78,-11.86,-20.13,1.82,18.63,42.72,43.28,30.3,14.27,0
-11.16,8.92,0.71,11.22,-24.69,12.47,30.26,40.98,12.7,43.41,0
-21.8,-23.3,-0.67,24.04,10.54,21.4,42.27,18.65,41.01,19.8,0
12.67,14.09,-22.7,1.45,-5.75,14.41,34.06,35.96,37.43,15.06,0
-12.61,22.25,0.55,-7.49,-13.59,42.39,35.98,15.72,22.61,19.99,0
-22.04,-5.58,1.85,19.44,-22.23,40.48,11.33,40.19,26.6,29.71,0
-5.17,-0.73,-22.4,-18.72,-9.68,17.56,1.96,32.15,16.29,42.61,0
20.47,-8.62,10.63,-18.89,-15.6,28.29,16.48,30.58,25.36,43.61,0
-19.2,-20.85,-8.4,21.67,2.31,40.07,26.01,42.76,24.58,17.36,0
22.59,12.67,-11.5,-5.52,-13.22,38.3,19.5,13.2,45.01,42.83,0
-22.28,-15.99,6.91,-13.41,23.43,40.52,19.47,17.17,44.5,40.63,0
5.14,-20.39,16.77,22.33,-22.55,27.61,19.5,24.3,39.75,37.68,0
-1.11,-7.23,-22.28,22.77,18.75,15.36,37.05,36.19,40.67,25.86,0
-20.42,20.42,8.42,-22.92,10.42,23.75,32.08,40.75,37.58,14.75,0
-22.76,-3.94,-21.72,23.15,7.19,38.6,17.33,24.3,34.56,34.07,0
11.43,-1.7,-7.57,22.08,-19.43,19.8,24.51,40.35,34.02,25.26,0
-22.52,15.25,23.14,-3.58,5.09,34.51,21.12,27.49,25.38,17.26,0
-13.41,16.92,23.15,-20.02,-18.06,36.75,21.75,43.28,40.03,31.12,0
-20.1,-22.42,-3.94,23.73,13.34,26.73,41.13,32.19,39.17,20.71,0
-20.41,18.64,-1.59,21.01,0.35,26.06,43.22,41.09,25.41,24.26,0
22.19,-8.52,-22.63,-17.08,13.18,41.6,44.49,39.14,20.92,18.55,0
-9.05,-21.63,4.64,20.42,-0.27,19.89,42.46,39.98,26.45,15.46,0
-22.12,-18.66,22.85,-9.88,2.47,41.1,22.5,40.98,37.93,15.81,0
23.27,3.39,-6.86,11.44,-23.66,40.46,34.81,18.01,18.58,38.86,0
