O1x,O2x,O3x,O4x,O5x,O1y,O2y,O3y,O4y,O5y,Rshot
-10.74,12.2,13.29,20.02,-23.33,12.97,20.28,34.87,35.91,40.91,0
-22.34,19.46,-5.63,-5.95,-23.19,31.22,23.09,17.33,43.63,41.25,0
23.25,5.1,22.93,-0.91,-14.0,42.01,16.06,22.96,19.22,28.2,0
3.96,11.92,-22.58,2.95,-18.1,12.12,43.33,43.48,30.44,22.89,0
-22.68,19.9,-7.93,9.7,10.51,35.97,22.85,39.98,41.8,9.86,0
3.27,-3.52,22.72,-23.2,18.24,24.86,40.79,40.96,40.07,20.8,0
-15.75,8.29,-18.16,16.1,21.86,20.22,16.65,23.44,44.59,30.87,0
18.52,-12.11,-21.8,18.69,-3.62,43.48,20.76,32.26,24.01,17.34,0
-14.94,-21.99,22.45,-8.72,18.7,20.27,40.0,38.89,44.81,20.83,0
22.6,-10.91,4.83,-23.02,10.79,37.92,34.51,17.71,34.87,20.72,0
12.51,4.18,-5.41,-15.88,-22.56,16.37,38.64,26.05,27.97,41.72,0
21.72,-22.42,-6.64,17.4,-22.42,38.01,42.58,17.77,23.74,32.34,0
16.63,-3.65,22.57,15.26,-22.84,31.58,18.13,41.98,16.09,33.24,0
17.0,-13.56,7.58,20.69,1.47,24.57,14.5,41.3,39.51,11.57,0
-14.26,17.14,6.59,22.31,-23.84,16.53,23.0,19.36,42.09,34.02,0
12.89,8.35,-22.16,-11.01,-9.67,33.65,28.03,34.36,12.94,40.92,0
-22.9,-12.99,3.63,-6.12,10.19,43.33,29.13,39.53,38.2,19.95,0
12.18,-12.08,-19.05,5.36,-23.01,18.71,14.21,41.78,20.16,38.58,0
0.47,-12.33,-23.1,-22.13,10.21,11.01,31.51,41.75,32.05,27.14,0
-10.07,4.68,-1.08,-19.05,-23.02,26.72,20.81,16.57,21.02,42.05,0
-21.97,16.11,-9.17,-3.89,7.28,28.14,22.52,13.99,43.34,36.58,0
10.04,-23.12,-17.13,7.31,22.75,12.34,42.56,15.28,38.05,40.73,0
22.15,12.05,14.67,-22.05,-7.38,35.14,40.21,18.49,30.12,16.73,0
23.05,-21.58,15.57,21.44,-6.51,43.17,24.28,29.65,28.34,11.99,0
-22.75,-16.64,-14.65,8.53,2.9,35.34,42.36,20.83,18.64,18.06,0
-4.6,2.85,-16.29,13.99,-23.01,16.87,35.09,19.06,22.07,37.83,0
6.94,-22.55,14.86,-5.91,-1.93,40.94,38.91,24.61,40.88,18.12,0
-16.45,1.12,12.55,-22.5,15.99,31.96,17.7,24.55,38.99,21.41,0
-9.78,14.98,-23.19,22.66,-3.08,37.58,21.71,35.39,40.88,8.41,0
-24.11,22.58,5.15,-19.7,-14.46,29.91,35.62,6.94,23.65,17.73,0
9.78,0.02,-22.93,22.62,22.64,19.33,20.01,41.51,28.16,42.9,0
3.67,-12.6,-19.12,9.8,23.08,16.08,41.62,25.8,44.64,33.99,0
4.4,1.04,-22.92,22.36,13.9,15.94,14.92,41.58,27.83,44.45,0
19.41,-19.99,2.31,-16.69,-22.97,30.19,28.86,37.77,44.11,37.64,0
1.62,-21.85,-13.36,5.79,-18.1,15.22,29.83,43.44,19.55,20.34,0
18.36,-5.42,-23.26,15.48,-4.99,23.73,28.95,33.14,38.12,48.25,0
-1.91,-22.69,-11.65,-10.01,21.3,16.33,40.82,17.74,41.35,37.36,0
2.98,16.07,-17.73,-23.75,-18.67,41.43,13.65,42.29,37.89,25.69,0
0.85,20.63,-22.97,-12.59,20.21,1.75,23.4,36.82,20.41,42.42,0
-9.17,15.44,-4.88,-21.17,22.81,44.76,22.1,24.91,23.86,28.46,0
5.04,22.58,12.19,-17.32,-22.92,16.91,38.36,21.3,18.31,34.14,0
3.45,-4.86,20.83,-13.33,-0.23,12.9,47.09,30.58,20.36,30.87,0
-5.08,-23.08,21.38,-11.81,14.3,39.78,42.44,37.75,21.97,17.74,0
-22.43,22.36,-16.54,9.31,15.78,38.31,39.3,22.86,38.88,19.05,0
5.05,12.43,-12.64,21.13,-16.86,17.18,40.55,30.23,28.26,36.22,0
22.75,-22.66,-19.16,15.6,3.47,32.88,40.08,23.56,43.63,12.83,0
-9.29,-23.36,3.22,-12.06,-20.28,32.27,42.48,41.48,33.36,23.93,0
5.82,22.76,-21.21,11.43,-14.96,17.98,38.4,23.65,40.08,45.4,0
23.34,21.43,-18.12,2.75,-5.91,36.97,23.96,21.52,18.18,29.4,0
-22.21,5.49,21.9,4.76,-23.25,31.38,13.38,34.83,40.47,40.73,0
-11.92,21.77,8.11,-9.88,-22.58,15.59,38.84,18.09,40.53,38.59,0
-2.68,8.15,-10.7,-23.08,-12.89,25.95,17.07,17.23,40.26,42.62,0
-21.48,23.17,-6.92,20.22,-11.93,36.87,42.41,40.94,27.14,15.44,0
-7.23,4.97,-19.54,-23.74,-18.74,35.85,16.67,26.72,43.76,33.46,0
5.79,20.72,-21.32,-23.61,2.85,43.55,34.04,18.28,38.62,6.15,0
-0.68,15.5,-22.38,22.19,-21.65,15.24,21.21,40.87,32.77,31.35,0
-14.83,17.96,18.25,-22.4,-1.67,17.55,24.33,33.31,40.98,17.93,0
3.55,2.83,19.82,-10.01,-16.53,9.8,36.15,26.36,40.34,18.86,0
5.31,-22.92,-8.52,18.88,-17.64,36.33,37.34,19.93,23.76,21.78,0
5.86,-22.89,-17.28,-8.06,15.17,17.86,40.15,19.31,24.15,42.71,0
-0.76,-7.55,1.98,21.47,-18.82,4.98,17.64,23.1,38.32,24.75,0
-16.15,22.25,0.11,4.9,-20.93,21.62,30.53,45.03,14.66,41.92,0
-3.93,2.41,-23.08,22.27,-8.25,25.14,19.64,40.08,40.0,18.43,0
23.26,21.24,7.96,6.97,-18.32,42.81,27.88,36.07,45.81,17.79,0
-4.24,-23.97,8.65,-22.07,-0.74,18.68,32.04,40.42,31.93,39.12,0
22.05,18.96,4.25,-22.13,-17.7,40.92,22.55,26.54,39.77,24.84,0
13.11,-22.51,21.7,0.34,-15.36,17.63,44.82,40.98,42.62,19.89,0
0.03,3.3,17.44,-7.58,-17.23,34.77,11.16,23.89,40.88,21.94,0
15.8,22.92,-6.2,-1.1,-23.1,20.3,38.25,16.81,23.48,33.93,0
5.87,-14.74,-14.77,-3.83,-15.61,22.3,31.75,42.71,36.7,20.39,0
11.3,-9.57,-9.69,-2.9,23.74,15.92,13.42,19.34,45.32,35.16,0
-23.71,8.34,14.57,-3.73,9.72,42.03,33.93,42.07,13.04,9.92,0
-21.38,22.92,-14.8,20.02,3.0,29.11,40.9,26.98,24.37,15.93,0
22.89,20.09,-8.77,1.77,-20.36,40.98,25.83,42.54,14.74,23.46,0
-21.48,22.75,5.73,-11.39,10.83,27.14,41.04,31.13,43.51,12.65,0
22.91,16.5,7.36,-15.17,-22.9,39.62,22.06,39.56,19.93,37.75,0
-22.98,14.17,3.27,-23.36,-5.2,23.52,9.26,28.85,42.27,14.69,0
21.88,-15.03,10.56,-2.94,-21.38,30.51,20.83,38.27,39.1,34.88,0
-8.56,-5.96,8.14,23.05,-22.38,12.46,19.77,17.76,38.38,36.74,0
-15.28,14.35,4.36,14.72,-9.75,19.5,22.64,12.39,30.48,24.85,0
9.3,14.56,-19.8,4.78,-21.21,38.89,34.61,25.93,22.8,44.49,0
22.12,-22.1,6.84,-17.54,0.57,36.25,39.12,13.1,24.59,37.92,0
21.37,17.43,-10.37,-10.58,12.93,28.93,14.67,19.85,33.54,31.15,0
18.82,-2.27,-9.27,23.17,-22.72,23.01,14.69,17.93,42.96,39.48,0
22.16,1.83,-17.17,6.52,-15.51,32.54,41.23,26.31,11.01,22.99,0
23.11,11.81,-22.12,-16.06,7.71,38.93,42.11,17.21,33.09,17.99,0
-10.93,19.7,-3.15,11.41,-21.4,17.02,22.46,21.66,35.67,40.68,0
-22.3,7.43,-7.52,21.69,-23.35,29.43,6.08,14.83,30.65,44.37,0
-4.34,18.07,20.84,-18.29,-11.31,7.23,20.64,36.39,37.46,17.9,0
-11.9,8.01,-4.26,21.83,2.87,16.51,35.52,41.04,31.54,13.72,0
9.79,23.31,-9.76,-18.59,19.07,15.13,42.18,41.63,22.69,29.58,0
-14.65,13.0,-12.37,5.17,-21.43,20.37,16.2,40.65,41.78,36.49,0
-9.02,-5.94,9.22,16.01,-10.38,43.68,42.74,27.44,21.24,15.66,0
2.79,-18.89,18.58,-10.73,19.54,15.1,20.42,41.33,37.66,22.93,0
-2.12,22.98,9.86,22.28,-22.13,39.27,32.86,43.12,43.51,35.51,0
21.17,-22.75,-10.42,9.27,-4.03,40.49,39.37,18.89,13.26,16.84,0
-22.48,-2.9,12.31,23.82,-17.49,39.71,40.59,21.45,38.08,25.19,0
9.96,8.9,22.93,-9.62,-22.47,46.93,9.61,43.41,39.72,36.45,0
-1.93,-16.04,12.13,4.22,21.78,24.7,15.02,14.19,37.16,30.84,0
7.49,-11.13,15.48,-5.93,-23.36,43.93,31.42,46.94,47.48,37.48,0
-23.31,13.96,22.2,-7.3,-1.04,36.93,30.65,30.15,43.93,12.12,0
10.5,19.94,23.02,21.07,-1.25,31.06,21.92,41.14,11.85,5.53,0
8.59,-15.68,8.34,-22.48,-1.88,35.06,36.5,29.65,33.6,39.94,0
18.42,-20.14,23.64,22.42,-15.77,24.58,41.27,30.71,40.71,20.21,0
16.85,-13.76,-22.68,-9.33,-22.97,18.32,19.1,28.49,43.54,40.42,0
23.07,-9.49,-22.25,-8.57,8.11,40.18,11.75,41.67,40.8,17.67,0
19.11,4.24,-21.04,-19.85,0.59,23.13,39.12,42.69,26.38,12.8,0
-2.48,20.45,5.11,-16.6,-0.72,35.14,17.24,41.92,14.56,16.61,0
-22.46,-0.54,21.54,19.93,-9.9,29.32,16.12,27.19,39.3,19.92,0
-17.42,11.02,-4.09,23.88,-21.73,17.25,34.24,15.29,40.58,35.67,0
-22.62,4.12,-22.74,15.83,2.73,42.13,40.44,30.29,23.09,15.69,0
5.97,-0.28,1.66,-22.77,22.3,37.41,42.24,20.6,39.04,30.06,0
-20.96,1.94,16.2,-19.66,23.05,36.34,37.92,23.53,26.9,35.07,0
-23.64,21.56,-8.52,9.34,-21.13,42.75,38.23,31.54,14.0,21.4,0
-4.77,22.06,6.93,-8.57,5.11,5.58,30.54,17.8,31.65,42.32,0
-12.87,22.98,10.26,-9.0,-21.83,21.19,41.28,19.87,42.6,39.76,0
-6.35,22.97,-5.36,6.24,19.21,17.07,40.57,41.49,17.34,31.97,0
22.15,-14.59,-7.06,8.99,-21.55,30.68,46.1,11.0,35.75,31.74,0
-22.82,-1.42,16.5,-6.79,21.91,38.36,16.77,42.71,16.53,27.51,0
19.56,7.39,23.42,-4.0,-7.93,22.48,41.27,39.8,16.9,42.5,0
-22.03,18.71,10.29,22.57,-4.72,30.27,19.33,43.91,34.63,15.64,0
-21.33,13.23,12.84,-13.35,21.99,40.86,27.73,20.67,16.2,27.56,0
23.27,-21.57,19.86,16.64,5.65,31.39,35.13,43.82,21.18,19.4,0
-23.1,-13.58,23.25,-16.93,10.91,36.75,21.11,43.21,30.58,16.87,0
12.87,-16.38,-4.57,20.68,-12.41,15.43,19.87,37.05,42.8,26.67,0
-14.12,-14.53,12.23,18.96,-22.72,18.11,41.57,17.56,25.12,38.07,0
-21.15,23.42,-9.64,17.14,7.6,40.19,39.97,15.2,24.46,13.34,0
5.0,-23.56,-7.42,-1.92,22.71,27.42,42.03,16.7,18.42,40.14,0
0.76,6.1,19.8,-22.54,-8.75,15.96,19.56,32.85,38.64,43.06,0
-20.16,-23.3,-11.82,-18.36,5.41,39.5,39.47,18.33,20.69,36.77,0
22.74,17.34,7.08,-23.08,-9.58,40.11,19.23,38.11,39.58,19.2,0
21.73,-20.85,-22.75,5.29,-6.1,25.25,26.17,37.59,39.59,17.16,0
-22.26,6.37,-12.84,21.65,-2.67,29.81,42.41,9.22,34.37,16.02,0
-12.54,-12.04,14.76,-21.38,20.06,44.31,15.52,29.53,28.56,25.41,0
23.24,11.3,-20.49,4.89,-12.41,30.39,19.27,32.08,38.59,36.93,0
-5.88,-22.85,-16.06,6.03,-18.62,22.51,37.69,42.71,15.93,22.86,0
-8.94,22.51,-1.74,14.2,-23.08,16.77,42.51,9.92,16.09,39.56,0
11.73,22.11,12.72,-15.92,2.6,34.95,35.36,27.04,19.61,8.23,0
7.54,-21.16,11.7,17.75,-19.17,13.5,39.09,44.1,27.32,25.64,0
21.69,11.64,3.83,-14.42,-19.85,30.1,38.09,6.42,12.08,41.0,0
11.42,22.25,-11.28,18.22,-18.02,17.88,40.65,23.78,20.88,24.56,0
-22.6,22.12,12.5,5.15,-6.51,37.57,33.07,41.88,19.39,32.75,0
-20.92,-7.61,13.39,23.73,-8.85,29.68,30.23,21.42,39.8,7.62,0
-0.25,22.86,19.77,-13.73,-22.52,16.91,39.41,23.97,39.36,30.71,0
-16.02,23.25,7.82,11.31,-22.94,24.54,41.11,43.43,18.46,39.56,0
-23.91,7.86,22.75,-22.28,-9.69,28.76,10.06,35.08,27.53,43.73,0
3.01,-13.85,-19.53,-1.64,21.59,16.93,15.62,40.49,36.53,32.17,0
14.2,-13.94,-2.12,21.24,-19.74,22.49,21.24,16.78,41.81,32.95,0
1.49,-19.45,-10.84,-2.02,22.99,39.44,41.72,28.24,17.15,32.95,0
-17.15,-2.25,21.74,6.77,-20.07,12.17,15.93,39.23,24.94,38.1,0
23.5,-3.36,-6.69,16.17,-20.91,39.25,34.73,13.04,29.49,36.25,0
6.71,23.41,-13.09,14.09,-17.97,8.56,39.49,19.45,42.45,24.28,0
-15.46,-12.43,-23.33,14.61,7.25,30.07,11.11,39.26,15.4,40.07,0
-11.31,15.06,12.01,22.12,-22.95,14.11,42.57,36.39,33.18,33.38,0
-16.29,-23.08,13.5,22.75,3.77,10.88,34.58,19.43,37.13,17.25,0
-12.15,5.91,23.69,11.87,-21.84,14.04,42.32,39.35,18.61,41.99,0
16.61,18.83,0.12,-2.27,-14.7,43.91,22.48,40.9,16.92,22.86,0
10.81,-12.36,-19.21,22.93,6.86,24.56,27.1,42.51,35.59,49.14,0
-11.49,3.01,14.55,-3.44,18.68,17.14,40.21,30.74,36.72,24.22,0
5.33,-2.9,-16.35,23.57,2.06,25.63,37.08,29.88,40.85,16.02,0
-9.0,6.66,-7.38,-20.51,17.5,12.69,17.49,40.69,27.24,23.8,0
-3.4,-18.99,-21.99,1.49,22.05,9.02,23.51,40.81,40.23,36.26,0
-7.98,-13.84,-22.9,-1.42,20.4,28.23,45.19,33.56,14.75,25.07,0
20.23,-12.65,-22.37,14.44,-11.84,26.12,20.54,40.99,24.39,43.86,0
-8.4,12.2,-6.12,23.02,7.57,41.47,44.57,41.68,34.76,9.45,0
22.26,-14.64,-9.27,-4.52,-22.55,31.04,42.5,42.64,15.57,37.6,0
14.25,-17.76,2.9,21.45,7.48,39.66,25.4,40.27,39.46,11.52,0
-23.0,23.08,-18.4,3.79,-13.15,38.83,30.85,22.29,16.38,40.37,0
-17.93,18.08,-8.25,23.08,-23.08,23.38,19.56,21.39,40.92,39.8,0
20.92,-12.48,-5.94,13.44,5.53,39.67,39.79,15.71,18.14,38.77,0
23.24,8.77,-14.64,2.82,18.7,39.08,39.39,12.12,17.08,16.19,0
-8.1,-11.5,-19.09,17.97,-21.26,41.22,12.72,41.81,23.74,31.24,0
16.15,22.92,12.19,-17.52,-15.72,36.53,41.01,18.7,24.15,37.1,0
24.03,-3.76,-11.56,13.28,1.35,38.8,35.09,29.06,9.27,45.91,0
22.89,-15.64,15.25,-1.78,12.83,41.59,27.85,17.8,27.18,32.27,0
20.9,-9.49,-17.83,22.01,-14.39,27.57,36.83,30.48,41.57,17.25,0
10.76,22.72,2.34,21.66,-6.99,25.59,21.61,13.84,38.33,16.34,0
14.25,22.76,-17.29,-22.14,9.28,20.7,41.76,20.74,39.51,20.19,0
6.24,23.02,-21.59,22.03,-3.21,16.79,41.41,37.22,22.01,18.83,0
17.46,20.43,7.0,-10.37,-4.24,41.93,30.57,40.85,32.62,18.01,0
11.85,21.61,17.72,-21.72,1.68,40.8,40.34,24.26,29.94,17.65,0
-4.44,24.69,19.2,-0.74,-9.92,15.0,35.97,26.4,34.99,41.22,0
23.28,-9.15,-16.23,9.22,-19.43,42.1,43.92,13.45,17.33,27.64,0
11.05,-0.51,-23.02,22.84,11.06,12.46,18.54,40.03,37.64,41.64,0
-13.75,-5.04,-9.61,22.07,15.77,44.16,30.05,33.57,41.41,35.04,0
-16.07,13.11,1.21,22.2,-22.58,22.96,24.21,36.89,37.1,38.05,0
-9.94,21.48,-23.2,3.54,-21.36,19.0,28.57,40.04,26.08,25.67,0
-21.57,-4.61,13.99,22.19,-18.63,35.59,14.69,21.09,28.9,26.04,0
-19.42,-6.12,22.67,20.04,-17.85,41.65,16.31,43.33,26.87,25.87,0
22.04,-19.78,-0.96,-10.14,16.73,36.76,23.9,13.95,35.03,18.8,0
16.99,-15.81,-2.58,20.24,-21.59,13.68,18.99,38.91,40.33,31.13,0
-22.1,-14.19,-0.98,13.22,16.75,37.07,41.61,15.05,43.01,20.74,0
18.14,-22.59,-6.39,22.57,-11.12,22.28,38.78,17.58,40.27,19.25,0
-12.75,9.57,-23.48,14.52,-10.25,23.72,29.91,33.5,33.37,7.15,0
-0.95,-21.75,21.95,9.87,-22.7,15.76,26.54,36.73,44.78,43.54,0
7.23,-3.51,-20.05,23.29,18.03,21.57,15.67,42.62,39.09,28.69,0
-21.41,-20.71,4.41,15.51,22.8,37.62,24.77,19.45,22.55,38.73,0
-13.58,14.81,-22.22,12.33,-14.43,20.43,9.86,37.23,33.22,42.95,0
-7.19,-23.25,21.44,5.89,-18.7,14.39,41.3,28.67,26.98,24.98,0
16.93,5.99,-9.32,-22.74,-9.77,19.64,41.76,39.56,43.63,12.71,0
-6.48,22.77,-6.35,11.75,-19.23,17.31,34.43,43.65,21.8,23.99,0
20.33,-8.74,-20.72,-9.28,9.03,26.35,15.85,29.11,40.91,44.41,0
-22.82,12.1,-10.44,0.48,22.75,38.42,20.57,15.25,28.73,38.79,0
22.58,3.32,-23.34,-22.7,-18.59,34.19,11.41,43.04,31.85,32.62,0
22.9,9.58,-3.27,19.02,12.66,43.37,27.99,14.42,25.94,45.88,0
-3.78,9.54,-9.58,21.48,-22.54,25.81,16.2,16.37,32.48,38.8,0
-3.79,5.86,21.35,-22.87,-19.58,34.92,16.26,33.4,43.87,25.25,0
-21.61,-9.83,1.08,-24.79,22.17,39.48,16.1,22.16,18.69,37.74,0
16.1,-4.19,-10.52,-6.17,16.98,41.2,41.08,16.86,38.68,22.8,0
-8.49,-21.05,23.37,-2.99,11.01,30.74,41.23,42.68,10.58,19.35,0
-19.07,-9.91,19.84,-22.92,-6.16,25.84,42.38,23.17,42.02,23.6,0
-22.53,4.23,8.87,-10.6,9.66,33.89,8.22,31.6,12.87,25.35,0
18.63,-19.1,-17.98,-7.67,-10.07,24.25,22.9,42.72,41.04,13.08,0
-6.48,23.3,-4.61,-9.63,-20.75,14.28,38.08,28.7,37.65,25.04,0
-9.72,-11.52,-5.14,-23.91,22.17,46.88,40.09,18.86,42.29,35.83,0
-22.72,-5.89,9.33,3.25,3.08,24.69,17.05,38.45,31.02,9.89,0
21.5,1.3,-22.91,6.95,-6.28,21.95,1.67,39.4,18.54,12.81,0
10.55,23.37,-19.57,6.42,-19.54,14.46,40.45,41.73,18.06,19.65,0
20.38,10.7,21.9,-7.99,-20.67,45.44,11.94,23.36,22.75,26.18,0
9.63,-17.98,-23.09,-4.58,6.31,35.89,20.77,41.77,13.43,40.1,0
-22.15,20.71,4.42,7.03,-9.08,34.94,26.71,40.71,15.38,14.3,0
2.25,18.86,-3.84,-1.75,-21.95,35.84,26.21,27.52,8.3,35.31,0
23.25,3.33,-16.64,6.64,-24.14,35.73,14.77,18.75,17.63,43.92,0
-7.85,23.25,21.14,-14.49,5.08,22.36,42.25,19.98,20.92,10.66,0
-22.02,-2.46,18.78,21.97,12.86,36.96,45.45,24.44,44.24,20.32,0
-21.41,-3.48,-9.34,12.93,22.1,28.64,40.54,13.99,15.46,30.92,0
-2.85,22.17,-23.28,-11.37,10.73,24.02,35.17,40.12,20.15,12.72,0
-11.99,10.3,-23.21,-8.12,18.07,27.15,45.61,38.7,14.72,21.25,0
-18.14,16.64,14.13,-19.46,-22.07,9.4,15.12,18.5,28.27,35.65,0
20.8,-3.86,-22.59,-5.14,22.69,17.21,36.42,27.94,16.07,40.31,0
-19.14,-13.48,9.26,-22.51,22.86,26.1,43.44,26.89,40.18,38.4,0
8.77,-19.31,-22.58,12.32,19.74,29.18,23.83,38.27,39.99,20.74,0
-20.79,17.26,-0.74,-22.63,23.06,29.42,22.99,24.88,40.94,34.04,0
22.52,1.88,4.54,-19.24,-23.11,37.96,23.08,16.15,18.31,38.54,0
-16.68,23.14,11.17,5.04,19.48,23.18,40.28,45.22,14.44,23.08,0
5.0,20.78,-8.8,-21.4,-8.42,21.19,30.76,43.92,28.37,14.58,0
-11.14,-0.42,-12.93,6.39,23.6,45.14,34.65,17.66,13.64,42.75,0
20.76,22.0,5.13,-20.34,-16.43,43.8,35.7,18.59,40.6,19.94,0
10.85,-12.53,22.87,-4.8,-6.52,16.04,14.46,37.71,17.91,40.76,0
-11.36,-4.93,22.54,12.8,-22.94,21.99,18.25,37.1,31.08,41.59,0
-18.68,22.75,7.48,-22.68,-15.46,41.57,35.48,14.16,39.48,21.18,0
5.97,22.39,-17.96,-3.62,-4.59,9.53,38.49,21.82,41.34,9.33,0
-13.06,5.3,-8.92,-19.43,20.95,18.41,34.37,17.5,24.24,33.16,0
-3.16,-9.95,14.89,22.61,-20.68,19.11,43.46,21.35,33.75,23.85,0
-4.33,-21.77,22.93,-0.02,19.82,33.44,27.04,41.59,14.64,19.54,0
-11.92,15.38,1.32,22.46,-23.2,19.57,14.48,37.84,37.23,36.36,0
-24.25,-1.26,13.18,-17.83,21.3,38.81,16.89,40.52,16.24,27.83,0
3.48,-1.15,22.75,8.25,-22.52,17.12,26.2,38.8,8.07,35.75,0
-2.89,13.06,1.61,-15.88,-22.19,40.49,20.07,14.49,18.18,38.25,0
20.9,-22.51,0.29,-11.34,-7.33,38.92,43.67,20.99,32.26,46.8,0
21.75,-22.91,-5.74,-20.01,18.48,41.65,41.15,23.52,24.12,25.72,0
-1.58,2.88,-22.06,21.87,-21.01,34.81,11.51,44.57,32.67,20.49,0
3.74,-16.83,21.6,-20.4,8.8,17.4,25.52,30.39,33.98,21.85,0
-11.58,-7.17,13.66,6.55,22.26,40.8,16.02,18.38,28.64,41.12,0
19.88,18.79,-22.17,-3.71,22.95,30.21,17.29,29.2,12.77,41.84,0
15.62,-3.21,19.89,1.62,-18.45,41.46,38.92,27.75,17.46,23.7,0
12.25,-16.09,22.96,-4.95,-22.92,7.07,19.05,39.62,35.17,38.55,0
3.62,10.28,22.73,-2.97,16.2,9.9,44.6,33.68,38.9,19.08,0
0.19,-13.75,9.39,4.67,18.97,17.24,14.99,25.6,41.81,24.84,0
-21.48,22.2,-22.24,0.05,4.24,23.49,40.44,41.44,28.41,16.72,0
23.11,-8.58,-13.36,19.99,8.93,39.38,19.31,24.6,24.09,13.79,0
21.27,-11.36,-9.4,-23.4,15.04,30.43,36.95,16.48,36.34,20.3,0
16.41,-16.57,6.45,-2.96,-20.15,34.88,22.2,43.58,17.61,42.25,0
20.79,-18.93,-23.19,-2.97,21.58,21.68,26.32,41.98,29.13,36.2,0
22.76,-13.71,-23.1,9.87,-2.82,40.09,36.33,40.36,16.9,9.55,0
