O1x,O2x,O3x,O4x,O5x,O1y,O2y,O3y,O4y,O5y,Rshot
-5.72,7.83,-8.11,21.44,-13.21,13.04,8.61,32.18,26.86,21.08,3
-9.43,-4.29,9.69,4.55,23.31,43.55,37.83,36.8,28.93,41.06,3
-22.92,-9.77,5.76,4.8,-15.12,42.54,36.76,38.83,3.61,21.7,3
-2.63,6.35,-9.28,18.17,22.52,40.87,16.69,32.51,22.32,41.53,3
9.52,22.95,21.97,-10.02,-10.56,21.99,43.73,25.35,37.82,15.59,3
-22.15,9.92,-13.6,-1.53,22.82,34.87,34.94,18.58,25.45,39.08,3
-19.62,3.81,-7.27,7.14,13.52,25.13,5.54,6.9,40.35,30.75,3
2.6,14.18,-15.25,-7.92,12.48,12.65,42.78,22.58,43.18,24.78,3
-0.98,-20.0,13.54,-5.26,23.16,47.78,34.1,16.08,39.48,40.96,3
-23.64,21.45,-1.34,-10.49,-14.65,43.02,27.27,14.25,33.05,30.77,3
13.97,22.55,-3.94,-8.65,-1.89,15.09,32.29,39.82,32.48,17.44,3
22.22,-17.27,-17.08,-1.26,18.28,32.36,13.72,35.51,16.58,18.75,3
-7.69,17.38,22.91,7.11,-5.85,40.36,23.07,41.59,41.17,41.49,3
-19.75,22.48,-10.23,-6.54,12.03,33.03,39.83,29.08,18.24,33.43,3
-22.72,14.14,23.59,-9.69,-9.08,32.88,21.36,38.19,13.95,43.46,3
23.04,-6.13,0.38,13.75,-10.59,44.06,28.35,24.26,19.34,18.13,3
-2.34,15.2,7.38,-17.87,-23.09,37.64,27.2,33.07,23.65,40.54,3
9.11,13.93,-3.49,22.48,-23.26,47.25,24.26,40.73,42.09,30.16,3
-8.61,-8.41,13.92,-22.54,1.14,15.64,35.21,19.81,43.42,39.54,3
-14.75,11.31,23.12,4.91,-13.69,18.43,20.39,39.72,38.89,38.59,3
8.35,11.56,-11.54,-21.31,7.31,36.56,19.21,15.89,39.13,33.98,3
-4.4,-8.58,18.78,-22.95,13.09,14.63,36.44,21.63,41.22,33.88,3
-21.36,18.48,9.37,9.28,-8.22,34.03,38.18,18.14,26.16,29.76,3
-4.05,9.08,22.73,-20.92,-10.14,39.34,15.92,31.36,36.58,18.43,3
12.15,21.0,-21.6,-13.04,8.38,19.94,29.78,37.36,14.32,38.89,3
-21.19,-11.95,10.8,3.24,23.04,27.95,8.91,14.05,12.08,40.35,3
-8.82,-17.88,7.58,18.23,20.72,43.59,24.04,14.36,22.76,40.57,3
-16.7,11.53,-8.73,11.58,-23.01,13.97,19.2,43.19,25.35,37.4,3
-1.49,-22.38,23.36,-13.9,14.26,38.69,32.77,42.45,14.68,22.0,3
14.45,-4.07,-21.92,10.19,18.22,35.26,16.8,41.04,47.71,22.7,3
-2.45,-22.12,7.67,20.85,-14.63,21.63,38.38,38.28,34.94,22.04,3
3.17,-22.22,21.47,21.59,-16.0,25.18,41.03,30.13,42.31,26.52,3
-3.91,7.68,23.05,-19.15,17.32,14.7,39.39,42.58,24.01,23.15,3
3.71,-22.92,-17.73,2.96,9.93,10.76,41.55,19.21,48.72,42.4,3
-21.87,-7.77,-22.91,18.57,23.03,37.53,20.52,29.45,38.42,29.98,3
-12.87,14.44,-3.23,20.97,-22.33,21.4,16.02,29.2,41.61,40.06,3
9.52,-0.26,-18.7,-22.68,23.24,30.08,14.33,19.71,41.61,40.42,3
-12.06,17.11,-22.25,-2.64,6.53,24.77,33.82,37.5,15.62,40.48,3
-7.72,-10.77,-17.5,21.96,-1.98,38.52,34.75,22.52,37.01,15.41,3
7.7,-22.14,-5.72,19.36,-16.26,38.22,39.54,17.78,25.98,28.42,3
-23.09,0.56,-6.94,14.22,0.48,39.79,25.96,42.33,29.37,16.48,3
-12.62,3.21,0.12,-9.67,-22.53,32.54,11.74,34.47,17.68,40.43,3
22.11,8.76,-1.43,-22.9,6.27,31.81,17.28,39.49,41.16,23.94,3
7.86,22.04,17.32,-7.43,-22.59,42.93,36.79,19.15,18.18,36.78,3
15.83,23.03,2.89,-5.19,-6.0,18.24,37.58,16.78,22.94,37.06,3
-16.19,17.87,-21.74,1.76,19.25,10.65,40.71,29.54,20.39,22.46,3
16.34,22.97,-0.27,-16.49,-4.35,21.67,39.52,44.95,27.17,15.18,3
-7.01,-20.74,17.65,7.0,-5.25,14.39,40.24,23.48,39.79,27.33,3
-22.82,-19.96,0.78,21.43,4.12,43.09,24.16,13.84,32.34,38.67,3
13.91,-19.3,-6.02,-23.42,-1.79,6.47,24.65,9.22,39.42,27.64,3
-22.39,17.07,0.71,11.17,21.97,33.06,23.97,35.11,35.77,41.31,3
22.56,-22.13,-3.54,1.46,3.97,20.72,40.41,17.31,43.11,45.26,3
-23.71,-17.67,-9.97,15.91,11.27,43.5,39.23,18.21,24.48,4.19,3
1.81,-3.82,23.07,0.74,0.86,42.83,44.6,38.53,15.38,31.74,3
22.21,-16.12,-17.86,13.89,-11.59,29.85,41.33,25.87,26.33,11.74,3
-23.27,14.44,-19.7,-2.69,18.81,41.49,12.13,16.65,11.27,37.2,3
19.41,-3.66,1.17,-23.06,4.34,32.06,15.5,21.63,36.25,41.65,3
-23.15,21.12,2.93,-4.25,0.15,31.56,28.61,29.87,42.52,12.22,3
7.32,16.24,4.3,23.14,-17.09,25.13,38.11,37.42,40.54,22.3,3
-12.77,-20.51,16.38,21.59,-11.12,19.95,31.78,38.24,25.43,24.09,3
22.77,14.95,18.19,-3.9,-21.66,42.31,17.25,38.62,12.87,31.12,3
-2.99,2.01,-20.57,-4.4,22.81,43.23,7.81,33.42,44.6,32.25,3
5.89,-22.81,20.01,10.46,19.14,11.63,43.51,43.06,39.14,25.52,3
-7.52,21.11,-22.33,-17.57,1.52,41.11,29.3,35.71,18.63,19.39,3
-9.9,3.47,-1.33,19.64,-22.44,39.7,48.91,16.86,28.04,36.65,3
4.98,22.47,-1.08,8.22,-20.35,17.97,30.69,23.33,38.79,22.9,3
14.82,-13.64,19.82,-16.36,-22.35,17.34,16.89,24.54,34.61,39.5,3
-2.36,23.09,-22.4,2.73,-20.58,17.01,40.75,39.06,16.0,23.58,3
10.82,23.37,-22.55,-7.4,-4.07,41.25,39.82,39.75,17.16,43.83,3
17.21,-0.49,-1.27,-21.32,0.96,24.33,16.57,45.49,35.57,43.01,3
22.99,-2.99,-23.24,9.93,4.61,41.81,41.65,35.34,14.38,40.22,3
7.65,1.0,-21.79,-5.53,-8.75,17.93,46.94,34.19,39.38,33.26,3
-19.91,23.41,2.96,-23.3,-7.12,27.52,39.9,38.17,41.9,35.13,3
21.59,-19.56,-18.98,1.7,-3.28,29.44,38.96,23.08,44.56,32.44,3
7.67,20.19,14.19,-15.1,-15.46,16.94,26.54,31.29,39.97,31.03,3
10.09,0.74,-19.83,13.66,21.1,15.72,36.66,21.45,20.32,43.38,3
-23.06,-10.48,23.4,1.96,14.7,41.56,16.2,41.58,36.29,17.34,3
-22.65,8.36,3.53,-7.91,-15.59,42.22,16.59,35.84,11.04,33.58,3
-22.98,9.55,6.45,-20.79,-7.26,42.09,16.9,41.28,25.46,36.06,3
11.58,3.75,-17.42,-16.75,-22.75,17.42,40.92,23.42,35.08,42.92,3
-23.14,-8.84,19.39,21.05,0.83,41.55,27.09,24.86,43.2,5.49,3
-0.1,-11.2,15.48,21.71,2.06,43.15,39.45,23.28,29.72,23.28,3
16.91,22.18,-20.52,0.96,-22.57,43.54,35.43,28.19,17.18,42.93,3
23.55,-22.74,-18.85,8.53,-8.23,41.21,41.75,25.43,29.53,15.69,3
-22.76,21.19,7.9,-13.74,-10.01,42.0,27.44,16.39,41.51,20.85,3
-10.49,15.44,3.8,-6.29,-15.08,31.25,8.28,38.05,14.48,21.85,3
8.17,-0.8,-5.4,19.02,22.25,11.67,23.75,39.43,25.29,42.55,3
-11.0,12.55,22.88,-22.02,-0.25,14.34,18.69,35.79,31.0,34.6,3
2.98,11.44,-2.15,22.55,-22.21,46.34,27.27,13.12,39.48,41.28,3
0.72,-22.51,14.49,3.59,22.54,20.61,33.02,28.25,26.83,41.91,3
22.14,4.9,-2.45,17.27,-16.92,43.19,43.38,40.79,23.26,17.56,3
-11.57,-23.21,4.43,22.99,9.72,19.8,40.41,27.73,42.96,17.74,3
4.54,1.85,-21.04,23.3,-6.35,37.57,14.16,25.47,41.41,42.54,3
22.47,7.4,-2.76,-21.02,15.39,40.65,42.46,14.85,39.24,21.98,3
-10.31,2.34,-1.43,-23.25,21.91,26.73,42.7,14.75,41.35,31.63,3
-20.49,-22.43,-19.34,4.59,3.98,46.81,38.11,25.64,11.2,29.53,3
5.44,-1.93,-15.38,-19.71,22.45,15.53,44.74,19.58,30.97,40.15,3
15.82,-16.46,0.41,-18.66,-1.26,21.67,43.27,28.23,40.36,17.56,3
8.23,4.75,21.11,-21.47,-10.73,36.76,14.11,34.3,29.3,18.66,3
8.05,11.17,-20.92,-13.78,22.47,36.16,5.58,27.12,26.78,34.65,3
-9.9,16.8,22.33,-9.73,-13.37,24.53,18.54,37.56,44.2,21.31,3
-4.55,6.1,-22.06,23.19,-23.42,13.08,38.21,30.94,32.78,42.55,3
17.67,0.75,-23.17,-5.11,-11.2,30.91,31.99,40.49,40.23,17.39,3
4.12,23.41,-3.52,-23.3,13.8,43.21,33.29,26.34,40.5,10.51,3
-6.86,-5.06,-13.03,23.16,7.2,43.37,34.89,45.58,35.84,12.11,3
22.06,-23.34,-0.04,21.35,-11.49,36.96,39.08,20.62,33.83,44.12,3
6.52,13.15,4.58,22.01,-21.9,18.16,38.68,24.48,39.9,26.45,3
-23.02,-15.14,2.75,23.31,11.55,40.67,17.52,25.08,37.29,20.19,3
5.22,20.05,-5.21,22.75,-20.91,23.76,25.57,39.87,38.46,25.22,3
-8.8,10.16,7.39,23.19,-18.57,34.49,14.1,39.54,38.8,39.6,3
21.75,-4.61,-22.45,-12.09,13.13,42.91,23.75,34.68,20.11,17.4,3
-19.96,11.14,-8.07,21.94,10.87,39.42,35.62,13.26,40.21,18.18,3
20.1,9.28,19.88,-4.49,-15.03,26.57,27.75,46.14,40.17,30.33,3
11.01,-15.4,6.51,-16.97,19.58,19.85,42.09,29.6,24.92,37.2,3
-13.63,-21.14,8.07,22.47,11.61,40.62,32.3,12.44,37.45,42.01,3
21.48,-23.38,-8.69,17.97,-16.36,40.1,41.57,16.67,22.07,21.34,3
4.45,-23.28,-7.44,15.32,14.77,41.16,42.85,29.77,17.14,36.17,3
22.93,-23.75,10.02,16.33,-10.34,39.79,41.24,41.21,20.58,17.52,3
-21.1,-16.27,7.6,5.08,14.09,30.22,12.23,28.37,20.41,20.36,3
-20.23,-13.76,-7.42,22.36,12.48,42.27,21.85,37.35,36.74,21.71,3
7.68,-6.65,-6.29,17.73,-21.16,37.65,15.31,33.4,22.3,29.36,3
21.88,5.33,-17.93,-21.98,-1.86,27.91,35.24,21.89,40.16,16.41,3
-21.58,12.73,9.67,1.08,22.97,30.84,20.43,46.85,36.98,40.83,3
22.91,22.15,-1.05,-23.17,-4.44,33.3,19.1,15.63,36.15,36.3,3
-6.73,23.07,-0.02,-11.32,-24.52,36.15,34.34,17.1,36.73,33.38,3
10.68,23.46,-8.59,21.58,-20.37,18.96,41.3,11.98,23.98,27.04,3
23.07,-12.34,13.71,-3.93,-21.94,43.37,25.64,20.06,36.93,39.14,3
23.12,-4.43,3.76,-23.05,-21.17,42.87,25.74,22.39,41.42,28.28,3
-15.26,-2.47,21.84,9.68,-14.22,28.09,37.59,38.85,17.16,21.53,3
9.5,-22.16,-5.14,2.33,-9.2,16.19,39.93,19.59,37.67,33.65,3
-4.1,1.08,17.72,-11.87,-22.51,18.0,39.52,21.51,38.84,29.9,3
-8.49,-10.04,22.18,-3.62,19.1,44.99,41.7,40.57,16.84,24.76,3
-4.44,-21.93,-13.32,2.96,12.68,12.23,29.01,43.63,37.42,18.3,3
-14.07,-0.97,22.08,-22.75,-17.21,40.51,18.96,37.42,42.75,18.42,3
4.02,-13.35,12.89,-11.88,-23.32,8.82,30.94,23.66,39.03,41.7,3
14.26,9.83,-9.44,-6.96,-22.93,42.91,7.24,39.46,15.36,39.39,3
13.61,-23.33,-13.06,12.87,-12.02,15.9,41.52,17.8,35.73,38.86,3
-18.09,22.18,8.59,-16.87,-0.56,19.31,29.3,41.39,40.87,1.22,3
-22.69,-19.51,11.75,-0.68,9.01,39.01,26.84,19.1,12.89,40.16,3
22.61,0.77,18.44,-23.15,-9.93,35.19,15.77,21.9,33.55,28.73,3
-7.04,22.72,-4.56,2.02,16.41,16.64,41.98,34.63,48.66,23.3,3
-8.94,13.59,14.83,21.16,-13.98,26.94,13.94,43.4,35.81,20.01,3
-12.49,13.76,21.06,-22.72,3.49,38.15,16.43,41.58,41.09,37.76,3
20.3,5.61,2.15,-7.77,-5.43,38.02,23.22,33.89,39.23,17.18,3
-16.8,-4.05,19.33,22.77,6.25,20.74,41.54,24.1,40.37,21.47,3
15.63,19.07,-0.67,6.07,-18.68,27.06,40.9,37.58,11.16,24.92,3
12.14,-2.05,-1.72,-20.76,-10.19,39.11,43.13,31.11,27.08,15.13,3
21.71,3.22,-0.01,-23.31,-16.18,41.19,10.56,40.12,41.71,37.49,3
-2.7,19.97,4.07,-21.58,22.57,37.33,22.98,38.92,31.6,40.58,3
0.83,23.54,-23.05,11.2,-14.9,39.59,36.12,43.41,31.91,17.26,3
3.31,-22.77,5.2,-21.75,20.68,35.06,28.4,17.04,39.6,27.88,3
-23.46,19.7,-14.01,2.98,9.21,39.99,33.76,16.78,39.98,40.38,3
22.26,16.97,5.58,0.28,-22.83,39.3,19.19,43.02,27.5,40.6,3
4.93,-3.58,-4.67,-23.41,23.02,36.99,36.38,17.04,41.33,41.22,3
22.38,2.9,-1.53,-19.29,-22.92,39.34,40.86,20.96,23.48,38.78,3
-19.07,-2.67,4.99,21.09,13.59,29.79,35.3,14.75,28.72,37.77,3
-14.89,16.58,-22.89,-5.43,23.27,16.73,22.9,39.75,33.9,38.42,3
-23.54,15.01,-8.34,1.19,-5.98,42.0,10.53,32.69,43.22,16.89,3
-7.36,5.16,-20.42,19.93,22.11,33.63,11.5,27.35,22.67,42.51,3
11.25,21.54,19.41,-3.65,-17.7,9.2,41.53,23.97,40.31,23.64,3
11.14,-6.08,-23.93,-21.12,-7.82,15.54,32.0,41.87,30.38,18.0,3
21.35,8.4,-22.73,-8.51,1.54,34.39,18.54,42.66,11.96,38.87,3
-8.92,-17.76,-23.48,3.44,19.97,38.73,18.73,42.0,30.92,32.14,3
-5.06,10.55,-23.09,-2.23,-15.66,39.92,43.35,42.99,17.44,25.69,3
13.13,21.13,-8.64,8.26,-23.52,15.13,38.67,36.8,36.95,42.48,3
15.39,-5.2,23.21,-21.71,7.25,21.93,13.75,38.34,33.6,39.79,3
-8.12,-5.74,-4.96,15.25,17.81,43.25,17.31,38.82,17.56,37.38,3
-5.41,8.92,-20.62,22.56,-11.87,7.5,29.64,38.24,35.9,15.41,3
23.25,-5.13,-20.92,-0.73,12.9,41.4,8.45,39.09,26.53,20.25,3
-10.25,22.21,-16.59,-23.21,1.7,14.41,38.53,41.25,38.47,33.13,3
-23.01,-17.46,2.08,-4.08,22.28,36.9,20.74,17.8,24.39,37.49,3
-14.53,4.31,1.01,-22.89,-22.92,17.74,29.12,38.98,32.51,42.57,3
-1.97,-18.28,17.2,7.38,18.59,16.31,21.47,22.49,35.55,43.16,3
6.47,-22.39,-21.81,21.91,2.16,20.89,42.48,25.3,40.94,36.6,3
-6.95,22.88,-22.64,-9.04,16.33,39.52,39.16,38.53,25.85,23.15,3
7.08,19.61,15.92,-5.34,-4.31,30.48,40.75,21.42,34.13,17.07,3
6.77,10.97,4.5,23.34,18.62,42.31,36.7,14.36,39.39,20.25,3
-22.03,2.15,-12.51,10.23,13.05,35.25,29.79,39.53,18.32,39.02,3
21.56,-10.68,-0.64,17.71,-23.05,40.08,15.09,39.59,13.67,42.12,3
-15.04,-5.45,9.69,18.99,-23.91,21.34,25.29,27.29,24.85,37.26,3
-10.33,-23.33,17.32,21.0,-5.51,38.47,32.84,43.58,24.89,20.35,3
9.12,18.09,-22.83,23.09,-1.48,45.12,19.18,35.28,37.45,17.17,3
3.26,-22.73,2.43,2.13,-1.12,43.05,40.01,7.67,35.95,19.43,3
-4.87,17.79,23.14,-22.92,0.97,18.01,18.19,39.12,40.11,17.01,3
1.66,-4.24,22.48,-10.38,-22.56,32.66,40.66,39.72,14.54,42.55,3
18.19,1.69,-23.31,14.82,-14.14,40.33,32.86,40.96,26.35,16.61,3
-22.05,24.79,12.24,-14.78,5.4,39.08,35.89,36.07,19.63,17.12,3
-21.47,14.42,-3.74,21.96,-14.26,28.97,30.81,16.77,36.43,25.08,3
22.9,-23.03,14.54,-22.26,-12.17,41.99,37.54,19.77,26.67,19.55,3
-22.92,-21.03,-13.5,3.23,-3.18,41.55,26.82,45.38,35.39,17.86,3
-10.99,6.96,-13.24,8.85,10.49,41.41,37.2,19.18,17.36,43.77,3
21.08,-18.96,16.64,0.64,-22.09,35.17,22.0,19.52,16.51,39.26,3
1.19,-23.42,-14.75,-5.78,12.93,16.14,38.25,19.08,40.89,35.45,3
19.35,-19.33,-4.07,-14.68,3.36,35.76,42.22,28.36,21.31,17.22,3
